0 114.05 135.92
1 105.05 120.34
2 114.05 104.75
3 96.05 104.75
4 96.05 135.92
5 78.05 135.92
6 87.05 120.34
7 78.05 104.75
8 150.05 73.57
9 141.05 57.98
10 150.05 42.39
11 132.05 42.39
12 132.05 73.57
13 114.05 73.57
14 123.05 57.98
15 114.05 42.39
16 141.05 26.81
17 132.05 11.22
18 141.05 -4.37
19 123.05 -4.37
20 123.05 26.81
21 105.05 26.81
22 114.05 11.22
23 105.05 -4.37
24 132.05 -19.96
25 123.05 -35.55
26 132.05 -51.14
27 114.05 -51.14
28 114.05 -19.96
29 96.05 -19.96
30 105.05 -35.55
31 96.05 -51.14
32 105.05 89.16
33 96.05 73.57
34 105.05 57.98
35 87.05 57.98
36 87.05 89.16
37 69.05 89.16
38 78.05 73.57
39 69.05 57.98
40 96.05 42.39
41 87.05 26.81
42 96.05 11.22
43 78.05 11.22
44 78.05 42.39
45 60.05 42.39
46 69.05 26.81
47 60.05 11.22
48 87.05 -4.37
49 78.05 -19.96
50 87.05 -35.55
51 69.05 -35.55
52 69.05 -4.37
53 51.05 -4.37
54 60.05 -19.96
55 51.05 -35.55
56 123.05 -66.73
57 114.05 -82.31
58 123.05 -97.9
59 105.05 -97.9
60 105.05 -66.73
61 87.05 -66.73
62 96.05 -82.31
63 87.05 -97.9
64 78.05 198.28
65 69.05 182.69
66 78.05 167.1
67 60.05 167.1
68 60.05 198.28
69 42.05 198.28
70 51.05 182.69
71 42.05 167.1
72 69.05 151.51
73 60.05 135.92
74 69.05 120.34
75 51.05 120.34
76 51.05 151.51
77 33.05 151.51
78 42.05 135.92
79 33.05 120.34
80 60.05 104.75
81 51.05 89.16
82 60.05 73.57
83 42.05 73.57
84 42.05 104.75
85 24.05 104.75
86 33.05 89.16
87 24.05 73.57
88 78.05 -51.14
89 69.05 -66.73
90 78.05 -82.31
91 60.05 -82.31
92 60.05 -51.14
93 42.05 -51.14
94 51.05 -66.73
95 42.05 -82.31
96 33.05 213.87
97 24.05 198.28
98 33.05 182.69
99 15.05 182.69
100 15.05 213.87
101 -2.95 213.87
102 6.05 198.28
103 -2.95 182.69
104 51.05 57.98
105 42.05 42.39
106 51.05 26.81
107 33.05 26.81
108 33.05 57.98
109 15.05 57.98
110 24.05 42.39
111 15.05 26.81
112 42.05 11.22
113 33.05 -4.37
114 42.05 -19.96
115 24.05 -19.96
116 24.05 11.22
117 6.05 11.22
118 15.05 -4.37
119 6.05 -19.96
120 33.05 -35.55
121 24.05 -51.14
122 33.05 -66.73
123 15.05 -66.73
124 15.05 -35.55
125 -2.95 -35.55
126 6.05 -51.14
127 -2.95 -66.73
128 24.05 167.1
129 15.05 151.51
130 24.05 135.92
131 6.05 135.92
132 6.05 167.1
133 -11.95 167.1
134 -2.95 151.51
135 -11.95 135.92
136 15.05 120.34
137 6.05 104.75
138 15.05 89.16
139 -2.95 89.16
140 -2.95 120.34
141 -20.95 120.34
142 -11.95 104.75
143 -20.95 89.16
144 6.05 73.57
145 -2.95 57.98
146 6.05 42.39
147 -11.95 42.39
148 -11.95 73.57
149 -29.95 73.57
150 -20.95 57.98
151 -29.95 42.39
152 -2.95 26.81
153 -11.95 11.22
154 -2.95 -4.37
155 -20.95 -4.37
156 -20.95 26.81
157 -38.95 26.81
158 -29.95 11.22
159 -38.95 -4.37
160 -11.95 229.46
161 -20.95 213.87
162 -11.95 198.28
163 -29.95 198.28
164 -29.95 229.46
165 -47.95 229.46
166 -38.95 213.87
167 -47.95 198.28
168 -20.95 182.69
169 -29.95 167.1
170 -20.95 151.51
171 -38.95 151.51
172 -38.95 182.69
173 -56.95 182.69
174 -47.95 167.1
175 -56.95 151.51
176 -29.95 135.92
177 -38.95 120.34
178 -29.95 104.75
179 -47.95 104.75
180 -47.95 135.92
181 -65.95 135.92
182 -56.95 120.34
183 -65.95 104.75
184 -11.95 -19.96
185 -20.95 -35.55
186 -11.95 -51.14
187 -29.95 -51.14
188 -29.95 -19.96
189 -47.95 -19.96
190 -38.95 -35.55
191 -47.95 -51.14
192 -56.95 245.04
193 -65.95 229.46
194 -56.95 213.87
195 -74.95 213.87
196 -74.95 245.04
197 -92.95 245.04
198 -83.95 229.46
199 -92.95 213.87
200 -38.95 89.16
201 -47.95 73.57
202 -38.95 57.98
203 -56.95 57.98
204 -56.95 89.16
205 -74.95 89.16
206 -65.95 73.57
207 -74.95 57.98
208 -47.95 42.39
209 -56.95 26.81
210 -47.95 11.22
211 -65.95 11.22
212 -65.95 42.39
213 -83.95 42.39
214 -74.95 26.81
215 -83.95 11.22
216 -56.95 -4.37
217 -65.95 -19.96
218 -56.95 -35.55
219 -74.95 -35.55
220 -74.95 -4.37
221 -92.95 -4.37
222 -83.95 -19.96
223 -92.95 -35.55
224 -65.95 198.28
225 -74.95 182.69
226 -65.95 167.1
227 -83.95 167.1
228 -83.95 198.28
229 -101.95 198.28
230 -92.95 182.69
231 -101.95 167.1
232 -74.95 151.51
233 -83.95 135.92
234 -74.95 120.34
235 -92.95 120.34
236 -92.95 151.51
237 -110.95 151.51
238 -101.95 135.92
239 -110.95 120.34
240 -83.95 104.75
241 -92.95 89.16
242 -83.95 73.57
243 -101.95 73.57
244 -101.95 104.75
245 -119.95 104.75
246 -110.95 89.16
247 -119.95 73.57
248 -92.95 57.98
249 -101.95 42.39
250 -92.95 26.81
251 -110.95 26.81
252 -110.95 57.98
253 -128.95 57.98
254 -119.95 42.39
255 -128.95 26.81
256 -101.95 260.63
257 -110.95 245.04
258 -101.95 229.46
259 -119.95 229.46
260 -119.95 260.63
261 -137.95 260.63
262 -128.95 245.04
263 -137.95 229.46
264 -110.95 213.87
265 -119.95 198.28
266 -110.95 182.69
267 -128.95 182.69
268 -128.95 213.87
269 -146.95 213.87
270 -137.95 198.28
271 -146.95 182.69
272 -119.95 167.1
273 -128.95 151.51
274 -119.95 135.92
275 -137.95 135.92
276 -137.95 167.1
277 -155.95 167.1
278 -146.95 151.51
279 -155.95 135.92
280 -101.95 11.22
281 -110.95 -4.37
282 -101.95 -19.96
283 -119.95 -19.96
284 -119.95 11.22
285 -137.95 11.22
286 -128.95 -4.37
287 -137.95 -19.96
288 -146.95 276.22
289 -155.95 260.63
290 -146.95 245.04
291 -164.95 245.04
292 -164.95 276.22
293 -182.95 276.22
294 -173.95 260.63
295 -182.95 245.04
296 -128.95 120.34
297 -137.95 104.75
298 -128.95 89.16
299 -146.95 89.16
300 -146.95 120.34
301 -164.95 120.34
302 -155.95 104.75
303 -164.95 89.16
304 -137.95 73.57
305 -146.95 57.98
306 -137.95 42.39
307 -155.95 42.39
308 -155.95 73.57
309 -173.95 73.57
310 -164.95 57.98
311 -173.95 42.39
312 -146.95 26.81
313 -155.95 11.22
314 -146.95 -4.37
315 -164.95 -4.37
316 -164.95 26.81
317 -182.95 26.81
318 -173.95 11.22
319 -182.95 -4.37
320 -155.95 229.46
321 -164.95 213.87
322 -155.95 198.28
323 -173.95 198.28
324 -173.95 229.46
325 -191.95 229.46
326 -182.95 213.87
327 -191.95 198.28
328 -164.95 182.69
329 -173.95 167.1
330 -164.95 151.51
331 -182.95 151.51
332 -182.95 182.69
333 -200.95 182.69
334 -191.95 167.1
335 -200.95 151.51
336 -173.95 135.92
337 -182.95 120.34
338 -173.95 104.75
339 -191.95 104.75
340 -191.95 135.92
341 -209.95 135.92
342 -200.95 120.34
343 -209.95 104.75
344 -182.95 89.16
345 -191.95 73.57
346 -182.95 57.98
347 -200.95 57.98
348 -200.95 89.16
349 -218.95 89.16
350 -209.95 73.57
351 -218.95 57.98
352 -200.95 245.04
353 -209.95 229.46
354 -200.95 213.87
355 -218.95 213.87
356 -218.95 245.04
357 -236.95 245.04
358 -227.95 229.46
359 -236.95 213.87
360 -209.95 198.28
361 -218.95 182.69
362 -209.95 167.1
363 -227.95 167.1
364 -227.95 198.28
365 -245.95 198.28
366 -236.95 182.69
367 -245.95 167.1
368 -218.95 151.51
369 -227.95 135.92
370 -218.95 120.34
371 -236.95 120.34
372 -236.95 151.51
373 -254.95 151.51
374 -245.95 135.92
375 -254.95 120.34
376 -191.95 42.39
377 -200.95 26.81
378 -191.95 11.22
379 -209.95 11.22
380 -209.95 42.39
381 -227.95 42.39
382 -218.95 26.81
383 -227.95 11.22
384 -245.95 260.63
385 -254.95 245.04
386 -245.95 229.46
387 -263.95 229.46
388 -263.95 260.63
389 -281.95 260.63
390 -272.95 245.04
391 -281.95 229.46
392 -254.95 213.87
393 -263.95 198.28
394 -254.95 182.69
395 -272.95 182.69
396 -272.95 213.87
397 -290.95 213.87
398 -281.95 198.28
399 -290.95 182.69
400 -227.95 104.75
401 -236.95 89.16
402 -227.95 73.57
403 -245.95 73.57
404 -245.95 104.75
405 -263.95 104.75
406 -254.95 89.16
407 -263.95 73.57
408 -236.95 57.98
409 -245.95 42.39
410 -236.95 26.81
411 -254.95 26.81
412 -254.95 57.98
413 -272.95 57.98
414 -263.95 42.39
415 -272.95 26.81
416 -299.95 229.46
417 -308.95 213.87
418 -299.95 198.28
419 -317.95 198.28
420 -317.95 229.46
421 -335.95 229.46
422 -326.95 213.87
423 -335.95 198.28
424 -263.95 167.1
425 -272.95 151.51
426 -263.95 135.92
427 -281.95 135.92
428 -281.95 167.1
429 -299.95 167.1
430 -290.95 151.51
431 -299.95 135.92
432 -272.95 120.34
433 -281.95 104.75
434 -272.95 89.16
435 -290.95 89.16
436 -290.95 120.34
437 -308.95 120.34
438 -299.95 104.75
439 -308.95 89.16
440 -281.95 73.57
441 -290.95 57.98
442 -281.95 42.39
443 -299.95 42.39
444 -299.95 73.57
445 -317.95 73.57
446 -308.95 57.98
447 -317.95 42.39
448 -308.95 182.69
449 -317.95 167.1
450 -308.95 151.51
451 -326.95 151.51
452 -326.95 182.69
453 -344.95 182.69
454 -335.95 167.1
455 -344.95 151.51
456 -362.95 151.51
457 -371.95 135.92
458 -362.95 120.34
459 -380.95 120.34
460 -380.95 151.51
461 -398.95 151.51
462 -389.95 135.92
463 -398.95 120.34
464 -317.95 135.92
465 -326.95 120.34
466 -317.95 104.75
467 -335.95 104.75
468 -335.95 135.92
469 -353.95 135.92
470 -344.95 120.34
471 -353.95 104.75
472 -326.95 89.16
473 -335.95 73.57
474 -326.95 57.98
475 -344.95 57.98
476 -344.95 89.16
477 -362.95 89.16
478 -353.95 73.57
479 -362.95 57.98
480 -371.95 104.75
481 -380.95 89.16
482 -371.95 73.57
483 -389.95 73.57
484 -389.95 104.75
485 -407.95 104.75
486 -398.95 89.16
487 -407.95 73.57
488 9852.05 9979.04
489 9852.05 9979.04
490 9852.05 9979.04
491 9852.05 9979.04
492 9852.05 9979.04
493 9852.05 9979.04
494 9852.05 9979.04
495 9852.05 9979.04
496 9852.05 9979.04
497 9852.05 9979.04
498 9852.05 9979.04
499 9852.05 9979.04
500 9852.05 9979.04
501 9852.05 9979.04
502 9852.05 9979.04
